,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
166,Loved You A Little (with Taking Back Sunday and Charlotte Sands),Loved You A Little (with Taking Back Sunday and Charlotte Sands),The Maine,1/20/22,207280,65,0.484,0.0288,0.484,0.828,0,0.313,-5.197,0.0543,195.999,4
167,how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,Maggie Lindemann,4/29/22,160000,61,0.501,0.0123,0.501,0.853,1.66E-05,0.411,-6.677,0.113,96.025,4
168,.intoodeep.,-!-,Dead Poet Society,3/12/21,219906,58,0.592,0.00039,0.592,0.674,1.26E-05,0.354,-6.26,0.0417,124.928,4
169,What's the Trick?,Fear Of The Dawn,Jack White,4/8/22,214842,59,0.375,0.000867,0.375,0.71,0.00628,0.104,-8.665,0.267,97.335,4
170,Roadkill,Roadkill,Starcrawler,5/9/22,142507,47,0.468,0.00371,0.468,0.959,0.000249,0.139,-3.302,0.0666,159.948,4
171,MYSTERY,GLOW ON,Turnstile,8/27/21,155199,63,0.403,0.00374,0.403,0.892,0.0113,0.882,-6.244,0.0913,163.991,4
172,CASUALTY,CASUALTY,MOTHICA,1/28/22,158081,57,0.513,0.00219,0.513,0.916,0.00113,0.338,-3.191,0.0987,96.095,4
173,Planet Zero,Planet Zero,Shinedown,1/26/22,222738,64,0.416,2.35E-05,0.416,0.964,0.000875,0.473,-2.967,0.112,157.925,4
174,Bones,Bones,Imagine Dragons,3/11/22,165264,87,0.773,0.0206,0.773,0.742,0,0.0754,-3.678,0.046,114.071,4
175,A Little Bit of Love,A Little Bit of Love,Weezer,3/16/22,164359,60,0.586,0.0135,0.586,0.83,0,0.0993,-6.088,0.0265,92.328,4
176,2am,2am,Foals,2/10/22,224178,64,0.698,0.000335,0.698,0.794,0.605,0.0622,-3.333,0.0483,135.981,4
177,Lies,Lies,Pale Waves,5/9/22,170563,56,0.519,0.0169,0.519,0.89,0,0.312,-2.75,0.0817,170.059,4
178,FUNERAL GREY,FUNERAL GREY,Waterparks,5/13/22,164138,64,0.645,0.0202,0.645,0.85,0,0.656,-3.627,0.0898,145.971,4
179,Honeybrains,Honeybrains,Royal Blood,3/17/22,186847,60,0.523,0.00537,0.523,0.8,0,0.398,-5.243,0.101,125.886,3
180,Fuck Me (I Didn’t Know How To Say),Fuck Me (I Didn’t Know How To Say),Crawlers,5/24/22,186786,54,0.521,0.0263,0.521,0.679,0.00122,0.0911,-6.093,0.0892,179.346,4
181,Sugar,Sugar,Surf Curse,3/30/22,162880,58,0.606,0.122,0.606,0.696,0.000188,0.157,-5.153,0.0613,121.347,4
182,Smile,Smile,Wolf Alice,4/21/21,196804,0,0.368,0.000153,0.368,0.769,0.919,0.0657,-5.002,0.0731,187.239,4
183,Life's Coming in Slow - from GRAN TURISMO 7,Life's Coming in Slow (from GRAN TURISMO 7),Nothing But Thieves,2/18/22,169655,61,0.507,0.000544,0.507,0.973,0.0139,0.386,-3.773,0.0504,148.044,4
184,Wake Me Up (When This Nightmare’s Over),Harder Than It Looks,Simple Plan,5/6/22,216474,53,0.52,0.000326,0.52,0.829,2.30E-06,0.175,-3.166,0.0369,84.434,4
185,when we were young,when we were young,Architects,4/20/22,193886,64,0.443,4.42E-05,0.443,0.938,5.71E-06,0.32,-3.01,0.106,169.995,4
186,Won’t Stand Down,Won’t Stand Down,Muse,1/13/22,209061,67,0.514,0.0043,0.514,0.882,2.52E-06,0.156,-4.406,0.0862,104.85,4
187,PURGE ft. Siiickbrain,PURGE ft. Siiickbrain,WILLOW,4/1/22,157000,57,0.491,0.000877,0.491,0.852,0,0.103,-4.041,0.0736,149.995,4
188,Masterpiece,Masterpiece,Motionless In White,4/14/22,206648,67,0.324,0.000109,0.324,0.863,0,0.311,-3.716,0.123,177.985,4
189,ZOMBIFIED,ZOMBIFIED,Falling In Reverse,1/5/22,218520,71,0.544,0.000141,0.544,0.911,8.89E-06,0.333,-3.681,0.0422,91.033,4
190,Call Me Little Sunshine,IMPERA,Ghost,3/11/22,284266,66,0.566,0.000674,0.566,0.871,0.00144,0.107,-4.833,0.0311,88.012,4
191,Foxglove,Foxglove,Boston Manor,4/21/22,218552,54,0.554,0.00127,0.554,0.846,0,0.326,-3.453,0.0427,103.998,4
192,hair out,hair out,Stand Atlantic,3/3/22,160380,55,0.675,0.000487,0.675,0.897,0,0.133,-4.684,0.0769,112.963,4
193,DIRTY WHITE VANS//,DIRTY WHITE VANS//,KennyHoopla,3/18/22,141090,58,0.496,0.347,0.496,0.786,0,0.11,-3.728,0.105,82.538,4
194,In The Mirror,In The Mirror,The Interrupters,4/12/22,184760,55,0.527,0.00193,0.527,0.93,6.40E-05,0.338,-1.637,0.0491,155.042,4
195,Loser,It Was Fun While It Lasted,Sueco,3/4/22,133678,64,0.61,0.00317,0.61,0.894,0,0.0539,-3.956,0.129,96.622,4
196,Bite Me,Love Sux,Avril Lavigne,2/25/22,159746,47,0.498,0.00377,0.498,0.806,0,0.335,-4.406,0.0679,169.967,4
197,Talk,Talk,beabadoobee,3/24/22,158293,64,0.451,0.000372,0.451,0.97,0.105,0.222,-4.858,0.0605,113.39,4
198,Roman Candles,Roman Candles,Death Cab for Cutie,5/11/22,130106,57,0.518,0.000777,0.518,0.757,0.00931,0.115,-8.584,0.0555,129.901,4
199,King,King,Florence + The Machine,2/23/22,280130,68,0.73,0.142,0.73,0.445,0.00109,0.107,-8.376,0.0446,105.976,4
200,California Love - Original Version,The Best of 2Pac - Pt. 1: Thug,2Pac,12/4/07,284480,0,0.761,0.0292,0.761,0.847,2.26E-06,0.39,-3.068,0.0417,91.519,4
201,Juicy - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,9/13/94,302760,75,0.889,0.47,0.889,0.818,0,0.179,-4.639,0.253,96.063,4
202,Lose Yourself - Soundtrack Version,Lose Yourself (International Version),Eminem,11/13/02,326640,0,0.69,0.0094,0.69,0.747,0.000709,0.355,-4.583,0.264,171.367,4
203,Nuthin' But a 'G' Thang,Me And My Homies,Snoop Dogg,9/26/05,235186,0,0.808,0.00807,0.808,0.71,0,0.208,-8.099,0.306,94.606,4
204,It Was A Good Day,The Essentials,Ice Cube,1/1/08,260306,59,0.78,0.135,0.78,0.754,0.034,0.0467,-5.377,0.0952,82.394,4
205,Tipsy - Club Mix,Tipsy,J-Kwon,1/1/01,247106,58,0.925,0.0653,0.925,0.741,0,0.044,-5.827,0.315,93.04,4
206,The Next Episode,2001 (Explicit Version),Dr. Dre,11/16/99,161600,0,0.92,0.0313,0.92,0.891,0,0.083,-2.398,0.253,95.295,4
207,Hypnotize - 2007 Remaster,Greatest Hits,The Notorious B.I.G.,3/5/07,230000,71,0.895,0.176,0.895,0.694,0,0.292,-4.384,0.275,93.944,4
208,"Running Your Mouth - Featuring Snoop Dogg, Nate Dogg, Fabolous and Busta Rhymes Explicit Album Version",Greatest Hits,The Notorious B.I.G.,3/2/07,213173,0,0.7,0.051,0.7,0.786,0,0.191,-4.279,0.164,96.919,4
209,Big Poppa - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,9/13/94,252746,77,0.78,0.43,0.78,0.575,0,0.143,-7.247,0.273,84.492,4
210,1970 Somethin' - featuring The Game and Faith Evans Explicit Album Version,Duets: The Final Chapter,The Notorious B.I.G.,12/13/05,205920,0,0.786,0.094,0.786,0.635,0,0.0771,-5.307,0.321,97.315,4
211,Notorious Thugs,Life After Death (Deluxe Version),The Notorious B.I.G.,3/4/97,367960,0,0.755,0.162,0.755,0.738,1.98E-05,0.173,-6.792,0.152,154.788,4
212,Can I Get Witcha,Born Again,The Notorious B.I.G.,12/7/99,216533,0,0.862,0.0252,0.862,0.705,0,0.0914,-6.036,0.3,105.02,4
213,Biggie,Born Again,The Notorious B.I.G.,12/7/99,322400,0,0.621,0.142,0.621,0.951,0,0.216,-4.46,0.622,166.442,4
214,Come On,Born Again,The Notorious B.I.G.,12/7/99,275840,0,0.735,0.347,0.735,0.735,7.58E-06,0.323,-4.985,0.363,88.399,4
215,Mo Money Mo Problems,Life After Death (Explicit Version),The Notorious B.I.G.,1997,257399,0,0.858,0.0178,0.858,0.767,2.14E-06,0.145,-8.265,0.0771,104.463,4
216,The Message,The Best Of Grandmaster Flash & Sugar Hill,Various Artists,2005,192626,0,0.936,0.0419,0.936,0.847,0,0.0799,-6.145,0.225,100.406,4
217,Rappers Delight,Hip To The Hop: 30th Anniversary Of Hip Hop Hip To Da Hop,Various Artists,12/28/09,235226,41,0.904,0.0493,0.904,0.798,2.15E-06,0.0412,-7.456,0.269,111.753,4
218,It's Tricky,Playlist: The Very Best Of RUN-DMC,Run–D.M.C.,1984,183173,0,0.966,0.00307,0.966,0.912,0,0.0867,-4.833,0.159,128.115,4
219,Walk This Way,The Essential Aerosmith,Aerosmith,2002,309693,0,0.768,0.0253,0.768,0.817,0.000124,0.0535,-4.295,0.0567,105.692,4
220,Ghetto Gospel - (Explicit),The Best of 2Pac - Pt. 2: Life,2Pac,12/4/07,237986,0,0.789,0.101,0.789,0.614,0,0.0733,-4.823,0.0503,80.545,4
221,Only God Can Judge Me,All Eyez On Me,2Pac,2/13/96,296906,0,0.803,0.0012,0.803,0.784,0.000161,0.0794,-5.97,0.198,90.185,4
222,Still D.R.E.,2001 (Explicit Version),Dr. Dre,11/16/99,268004,0,0.814,0.175,0.814,0.779,0.000671,0.0605,-3.271,0.235,93.43,4
223,Drop It Like It's Hot,Drop It Like It's Hot (International Version),Snoop Dogg,1/1/04,270466,0,0.912,0.188,0.912,0.553,0,0.102,-4.716,0.205,91.991,4
224,Pac's Life,Pac's Life,2Pac,11/21/06,217440,0,0.772,0.128,0.772,0.891,0,0.323,-3.029,0.183,95.306,4
225,2 of Americaz Most Wanted,2 of Americaz Most Wanted,2Pac,5/24/11,242426,24,0.846,0.0379,0.846,0.872,0.0017,0.0564,-3.604,0.126,99.251,4
226,Hits from the Bong,Playlist: The Very Best Of Cypress Hill,Cypress Hill,6/17/08,161213,0,0.804,0.00776,0.804,0.594,0.79,0.344,-12.676,0.192,92.18,4
227,Forgot About Dre,2001 (Explicit Version),Dr. Dre,11/16/99,222240,0,0.925,0.092,0.925,0.737,0,0.169,-1.292,0.0777,133.946,4
228,Old Time's Sake,Relapse: Refill,Eminem,5/15/09,278160,0,0.775,0.0606,0.775,0.829,0,0.33,-1.933,0.304,176.047,4
229,Without Me,The Eminem Show,Eminem,5/26/02,290226,0,0.915,0.00299,0.915,0.656,0,0.324,-2.827,0.0716,112.243,4
230,Mama Said Knock You Out,Mama Said Knock You Out,LL COOL J,8/27/90,292973,0,0.788,0.0501,0.788,0.807,0.454,0.334,-7.092,0.118,102.396,4
231,Doin' It,Mr. Smith,LL COOL J,11/21/95,294000,43,0.808,0.381,0.808,0.535,0.0358,0.111,-11.47,0.206,95,4
232,Otherside (feat. Fences) [Ryan Lewis Remix],VS. Redux,Macklemore & Ryan Lewis,10/20/10,346164,50,0.612,0.523,0.612,0.568,0,0.217,-8.555,0.0743,116.247,4
233,Wings,Wings,Macklemore & Ryan Lewis,7/20/11,298640,0,0.508,0.348,0.508,0.602,0,0.193,-6.988,0.148,74.048,4
234,Eazy-Duz-It,Snoop Dogg Presents: The West Coast Blueprint,Snoop Dogg,2/23/10,258426,0,0.807,0.0453,0.807,0.693,0,0.234,-3.842,0.317,90.886,4
235,Runaway Love,Release Therapy,Ludacris,1/1/06,280680,0,0.405,0.329,0.405,0.721,0,0.252,-6.97,0.284,92.855,4
236,"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)",Legend Of The Wu-Tang: Wu-Tang Clan's Greatest Hits,Wu-Tang Clan,10/26/04,253466,58,0.787,0.223,0.787,0.72,0,0.633,-7.569,0.313,121.003,4
237,"Shook Ones, Pt. II",The Infamous,Mobb Deep,4/25/95,325506,74,0.763,0.0146,0.763,0.786,0.0114,0.0817,-6.472,0.229,93.857,4
238,Survival of the Fittest,The Infamous,Mobb Deep,4/25/95,224533,69,0.813,0.125,0.813,0.703,1.26E-06,0.237,-5.077,0.268,94.828,4
239,Outta Control - Remix,Outta Control [International Version (Explicit)],50 Cent,1/1/05,248253,0,0.774,0.029,0.774,0.593,0,0.0455,-5.989,0.274,91.989,4
240,Auditorium,The Ecstatic,Mos Def,6/9/09,274480,0,0.403,0.0498,0.403,0.742,0,0.418,-5.889,0.338,90.336,4
241,Mathematics,Black On Both Sides,Mos Def,10/12/99,246440,0,0.753,0.0285,0.753,0.749,0,0.0845,-6.132,0.316,93.79,4
242,Ms. Fat Booty,Black On Both Sides,Mos Def,10/12/99,223515,0,0.781,0.148,0.781,0.589,0,0.166,-4.827,0.21,90.437,4
243,Supermagic,The Ecstatic,Mos Def,6/9/09,152626,0,0.433,0.229,0.433,0.711,0,0.159,-5.043,0.255,88.876,4
244,History,The Ecstatic,Mos Def,6/9/09,141386,0,0.5,0.674,0.5,0.854,0,0.285,-3.939,0.355,189.58,4
245,Priority,The Ecstatic,Mos Def,6/9/09,82946,0,0.634,0.301,0.634,0.823,0,0.37,-5.089,0.198,92.031,4
246,Twilight Speedball,The Ecstatic,Mos Def,6/9/09,182640,0,0.539,0.0877,0.539,0.701,0,0.107,-6.3,0.323,87.053,4
247,Express Yourself,Straight Outta Compton (Expanded Edition),N.W.A.,8/8/88,265000,0,0.849,0.0369,0.849,0.627,0,0.184,-9.616,0.305,95.106,4
248,Straight Outta Compton,Straight Outta Compton (2002 - Remaster),N.W.A.,8/8/88,259226,0,0.831,0.0374,0.831,0.935,0,0.33,-6.02,0.197,102.836,4
249,Killing Me Softly With His Song,The Score,Fugees,1996,298773,0,0.765,0.0279,0.765,0.29,1.02E-06,0.571,-17.117,0.139,92.409,4
250,"Me, Myself & I",Classic Hip-Hop,Various Artists,5/17/11,230106,0,0.908,0.166,0.908,0.686,0,0.645,-15.841,0.0918,114.6,4
251,Hate It Or Love It,The Documentary,The Game,2005,206400,76,0.802,0.14,0.802,0.785,0,0.123,-4.781,0.207,99.998,4
252,Gangsta's Paradise - feat. L.V.,Rhino Hi-Five: Coolio,Coolio,3/15/05,240466,0,0.636,0.0524,0.636,0.66,0,0.545,-6.77,0.0581,79.957,4
253,Can I Kick It?,Peoples' Instinctive Travels & the Paths of Rhythm,A Tribe Called Quest,4/17/90,252066,0,0.867,0.161,0.867,0.554,0.0103,0.111,-13.634,0.249,96.668,4
254,Nas Is Like,Greatest Hits,Nas,11/6/07,237466,0,0.704,0.00605,0.704,0.838,5.03E-06,0.0411,-5.065,0.32,94.49,4
255,No Introduction,Life Is Good,Nas,7/17/12,255293,23,0.259,0.0047,0.259,0.883,0,0.172,-5.067,0.137,176.102,4
256,Summer On Smash,Life Is Good,Nas,7/17/12,259813,21,0.591,0.015,0.591,0.766,0,0.107,-5.834,0.185,89.949,4
257,Accident Murderers,Life Is Good,Nas,7/17/12,277653,24,0.545,0.29,0.545,0.884,0,0.37,-4.807,0.367,86.049,4
258,The Don,The Don (Explicit Version),Nas,1/1/12,182746,0,0.632,0.00289,0.632,0.841,0,0.168,-5.154,0.228,91.926,4
259,Purple Pills,Devils Night,D12,1/1/01,304506,0,0.774,0.0199,0.774,0.634,2.98E-05,0.29,-5.941,0.167,125.223,4
260,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,8/8/11,219333,82,0.789,0.127,0.789,0.858,0,0.349,-5.542,0.311,140.022,4
261,H•A•M,Watch The Throne (Deluxe),JAY-Z,8/8/11,275733,55,0.657,0.0462,0.657,0.524,0,0.322,-4.907,0.061,140.021,4
262,Thrift Shop (feat. Wanz),Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,8/1/12,235613,67,0.781,0.0619,0.781,0.526,0,0.0457,-6.985,0.293,94.992,4
263,Dark Fantasy,My Beautiful Dark Twisted Fantasy,Kanye West,1/1/10,280786,0,0.569,0.302,0.569,0.572,0,0.172,-5.893,0.0527,87.985,4
264,Harder Than You Think,How You Sell Soul to a Soulless People Who Sold Their Soul?,Public Enemy,8/7/07,249521,60,0.484,0.0317,0.484,0.852,0,0.0547,-4.442,0.274,103.578,4
265,Fight The Power,Def Jam 25: Volume 5 - The Hit Men (Explicit),Various Artists,1/1/09,277573,22,0.776,0.00572,0.776,0.941,2.61E-06,0.292,-1.931,0.223,105.98,4
266,Pubic Enemy,Peoples' Instinctive Travels & the Paths of Rhythm,A Tribe Called Quest,4/17/90,226266,0,0.903,0.0157,0.903,0.695,0.141,0.105,-13.041,0.214,109.118,4
267,Fuck Tha Police - Remastered 2006,N.W.A. And Their Family Reunion,Various Artists,1/1/08,314706,0,0.799,0.0095,0.799,0.87,0,0.18,-4.804,0.316,98.528,4
268,Murder To Excellence,Watch The Throne (Deluxe),JAY-Z,8/8/11,300960,8,0.566,0.024,0.566,0.816,0,0.0804,-4.741,0.32,87.353,4
269,Gotta Have It,Watch The Throne (Deluxe),JAY-Z,8/8/11,140746,15,0.74,0.411,0.74,0.574,0,0.262,-6.938,0.245,149.762,4
270,Donald Trump,Donald Trump - Single,Mac Miller,5/17/11,165908,61,0.636,0.119,0.636,0.901,0,0.391,-7.094,0.118,162.994,4
271,Vato,Vato & Candy,Snoop Dogg,1/1/06,283173,0,0.716,0.13,0.716,0.722,0,0.0531,-4.63,0.16,90.997,4
272,Rock The Bells,Radio,LL COOL J,11/18/85,240933,0,0.892,0.00503,0.892,0.514,0.453,0.139,-12.829,0.12,98.461,4
273,I Love College,Ultimate R&B 2009 (International Version),Various Artists,1/1/09,241440,17,0.716,0.0942,0.716,0.832,0,0.208,-4.407,0.241,86.464,4
274,Opposite of Adults,Opposite of Adults EP,Chiddy Bang,2/19/10,195453,43,0.676,0.0139,0.676,0.889,0,0.329,-5.483,0.148,95.987,4
275,Runnin' (Dying To Live),Runnin' (Dying To Live) [International Version],2Pac,1/1/03,231986,0,0.545,0.0467,0.545,0.796,0.000287,0.165,-2.762,0.406,166.122,4
276,Disco Nights,U.F.O. Files,The Beatnuts,9/30/08,300920,9,0.921,0.0425,0.921,0.325,1.20E-06,0.125,-17.165,0.321,103.022,4
277,Se Acabo (feat. Method Man) - Remix,TAKE IT OR SQUEEZE IT,The Beatnuts,3/10/01,212293,0,0.935,0.156,0.935,0.519,0,0.425,-6.482,0.31,96.97,4
278,Watch Out Now,A Musical Massacre (Explicit),The Beatnuts,8/10/99,174800,52,0.783,0.0969,0.783,0.633,0.000994,0.154,-6.983,0.291,100.428,4
279,Da Rockwilder,Blackout!,Method Man,9/28/99,136093,0,0.612,0.0137,0.612,0.659,0,0.417,-6.995,0.406,99.137,4
280,Part II,How High (Original Motion Picture Soundtrack),Various Artists,1/1/01,244600,0,0.775,0.0383,0.775,0.837,0,0.315,-4.965,0.39,95.86,4
281,Rollin' (Urban Assault Vehicle),Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),Limp Bizkit,1/1/00,382826,0,0.589,0.0451,0.589,0.884,0,0.0904,-4.918,0.324,90.036,4
282,MC's Act Like They Don't Know,20 RAP GEMS,Various Artists,5/15/09,296040,18,0.816,0.00936,0.816,0.647,0.000299,0.601,-9.273,0.286,90.397,4
283,Put It On,Lifestylez Ov Da Poor & Dangerous,Big L,3/28/95,217626,62,0.711,0.0175,0.711,0.62,0,0.134,-10.174,0.212,179.817,4
284,Deadly Combination,The Big Picture (Explicit Version),Big L,8/1/00,148000,0,0.904,0.0941,0.904,0.523,0,0.288,-10.071,0.3,91.473,4
285,Fall Back,The Big Picture (Explicit Version),Big L,8/1/00,169160,0,0.613,0.0544,0.613,0.777,6.81E-05,0.232,-5.477,0.312,100.907,4
286,Bad Day,The Preview,Chiddy Bang,10/1/10,203160,35,0.828,0.145,0.828,0.651,0,0.0771,-6.96,0.154,105.969,4
287,The Good Life,The Preview,Chiddy Bang,10/1/10,176946,28,0.756,0.0444,0.756,0.766,0,0.132,-7.448,0.112,94.999,4
288,All Eyez On Me,All Eyez On Me,2Pac,2/13/96,307773,0,0.873,0.03,0.873,0.719,0,0.333,-5.948,0.248,93.281,4
289,Dear Mama,Me Against The World,2Pac,1/1/95,280000,0,0.775,0.349,0.775,0.535,0,0.14,-7.125,0.113,84.122,4
290,Wonda Why They Call U B____,All Eyez On Me,2Pac,2/13/96,258466,0,0.792,0.0731,0.792,0.876,0,0.351,-2.856,0.228,101.277,4
291,Stan,Curtain Call (Deluxe),Eminem,12/6/05,404426,0,0.781,0.0375,0.781,0.74,2.27E-06,0.449,-5.065,0.208,80.056,4
292,Kush - Main,Kush,Dr. Dre,11/18/10,235120,0,0.424,0.000859,0.424,0.866,0.000139,0.0869,-6.171,0.2,190.276,4
293,What's The Difference,2001 (Explicit Version),Dr. Dre,11/16/99,244266,0,0.782,0.252,0.782,0.819,0,0.133,-0.158,0.251,91.824,4
294,Pass the Cohiba (Freestyle),Grizzly City 3,Fashawn,8/21/12,228908,11,0.648,0.0594,0.648,0.765,4.76E-06,0.179,-8.718,0.226,86.854,4
295,Papers (Remix),Higher Learning 2 (Deluxe Edition),Fashawn,4/3/12,241523,11,0.735,0.0979,0.735,0.577,0,0.259,-6.213,0.183,119.609,4
296,No Escapin' This,TAKE IT OR SQUEEZE IT,The Beatnuts,3/10/01,256480,0,0.759,0.156,0.759,0.65,1.41E-06,0.182,-6.507,0.333,92.079,4
297,Where The Hood At,Grand Champ,DMX,1/1/03,286266,49,0.537,0.158,0.537,0.948,0,0.356,-3.08,0.38,186.057,4
298,To Live & Die In Amerikkka,Color Us,LB199X,12/6/19,258055,44,0.58,0.22,0.58,0.734,6.54E-06,0.195,-3.57,0.287,81.538,4
299,The Point Of No Return,Revolutionary Vol. 2,Immortal Technique,10/5/04,241826,0,0.489,0.277,0.489,0.829,0,0.295,-7.017,0.469,83.431,4
300,Beautiful Girls,Sean Kingston,Sean Kingston,3/11/08,241933,66,0.745,0.159,0.745,0.666,0,0.302,-5.899,0.0566,129.995,4
301,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,3/23/04,250373,81,0.894,0.0183,0.894,0.791,0,0.0388,-4.699,0.112,105.018,4
302,Nights,Blonde,Frank Ocean,8/20/16,307151,77,0.466,0.42,0.466,0.548,1.01E-06,0.113,-9.362,0.118,89.815,4
303,Sure Thing,All I Want Is You,Miguel,11/26/10,195373,77,0.684,0.0267,0.684,0.607,0.000307,0.191,-8.127,0.1,81.001,4
304,Don't Matter,Konvicted,Akon,1/1/06,293053,72,0.798,0.244,0.798,0.443,0,0.326,-6.062,0.0403,125.232,4
305,Drama (feat. Drake),Exis,Roy Woods,7/31/15,251859,74,0.709,0.157,0.709,0.362,0,0.109,-9.814,0.055,122.043,4
306,Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/20,247079,75,0.505,0.279,0.505,0.267,0,0.096,-13.763,0.05,143.929,4
307,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,7/1/13,99213,78,0.596,0.0199,0.596,0.678,0.004,0.418,-5.18,0.0335,117.066,4
308,Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,10/8/99,251733,72,0.749,0.00186,0.749,0.605,0.0381,0.115,-9.359,0.086,142.024,4
309,Heartbreak Anniversary,TAKE TIME,Giveon,3/27/20,198370,81,0.449,0.524,0.449,0.465,1.02E-06,0.303,-8.964,0.0791,89.087,3
310,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",Floor Seats,A$AP Ferg,8/16/19,222986,74,0.737,0.292,0.737,0.597,0,0.13,-7.333,0.119,92.049,4
311,Often,Beauty Behind The Madness,The Weeknd,8/28/15,249040,78,0.572,0.222,0.572,0.631,0,0.135,-9.836,0.0476,134.078,4
312,Broken Clocks,Ctrl,SZA,6/9/17,231253,75,0.692,0.131,0.692,0.684,0,0.156,-7.364,0.155,112.912,4
313,White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/20,211373,72,0.791,0.744,0.791,0.366,7.24E-06,0.106,-8.337,0.0966,124.878,4
314,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,6/10/14,242983,77,0.805,0.22,0.805,0.33,0,0.105,-8.712,0.1,121.97,4
315,The Way I Are,Shock Value,Timbaland,1/1/07,179120,80,0.731,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
316,Lost,channel ORANGE,Frank Ocean,7/10/12,234093,85,0.913,0.0272,0.913,0.603,0.000503,0.167,-4.892,0.226,123.061,4
317,So Sick,In My Own Words,Ne-Yo,1/1/06,207186,75,0.452,0.246,0.452,0.574,0,0.189,-8.336,0.31,92.791,4
318,"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,7/27/99,256026,72,0.845,0.139,0.845,0.576,0,0.0764,-5.15,0.153,127.641,4
319,Coming Home,Last Train To Paris,Diddy - Dirty Money,1/1/10,238693,69,0.392,0.158,0.392,0.839,0,0.3,-1.921,0.193,168.001,4
320,What You Heard,What You Heard,Sonder,2/22/19,238242,70,0.429,0.546,0.429,0.371,5.71E-06,0.104,-9.017,0.0327,137.134,4
321,Big Energy (feat. DJ Khaled) - Remix,Big Energy (feat. DJ Khaled) [Remix],Latto,3/31/22,181665,74,0.867,0.0385,0.867,0.771,0,0.133,-3.688,0.0939,106.021,4
322,Over,Candydrip,Lucky Daye,3/10/22,207413,72,0.65,0.502,0.65,0.555,0,0.104,-5.971,0.0719,103.081,4
323,The Take (feat. Chris Brown),Chixtape 5,Tory Lanez,11/15/19,221492,70,0.464,0.0511,0.464,0.547,0,0.155,-8.137,0.339,67.003,4
324,Wicked Games - Original,House Of Balloons (Original),The Weeknd,3/21/11,325305,60,0.606,0.0217,0.606,0.57,8.47E-06,0.301,-6.684,0.032,114.033,4
325,My Boo,Confessions (Expanded Edition),Usher,3/23/04,223440,76,0.662,0.257,0.662,0.507,0,0.0465,-8.238,0.118,86.412,4
326,C U Girl,C U Girl,Steve Lacy,2/15/15,129697,75,0.414,0.663,0.414,0.473,0.0523,0.128,-8.911,0.116,100,4
327,Killing Me Softly With His Song,The Score (Expanded Edition),Fugees,2/13/96,298773,76,0.765,0.0279,0.765,0.29,0,0.571,-17.117,0.139,92.409,4
328,Go Crazy,Slime & B,Chris Brown,5/8/20,176960,77,0.755,0.316,0.755,0.578,0,0.25,-8.932,0.145,94.148,4
329,Thinkin Bout You,channel ORANGE,Frank Ocean,7/10/12,200746,76,0.721,0.409,0.721,0.339,0.00153,0.0973,-11.195,0.0532,129.83,4
330,Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,9/14/18,240341,73,0.61,0.696,0.61,0.458,0.000103,0.0852,-11.336,0.36,192.099,4
331,Trust Issues,Care Package,Drake,8/2/19,281518,74,0.421,0.779,0.421,0.539,0,0.111,-5.456,0.274,89.177,3
332,Lämna Han,Sherihan,Cherrie,4/29/16,319230,48,0.637,0.0467,0.637,0.474,0,0.112,-9.137,0.0598,115.824,4
333,If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,249866,67,0.63,0.0953,0.63,0.504,0,0.308,-6.152,0.0334,89.946,4
334,Language,Language,Paperboy Fabe,5/12/17,150360,67,0.62,0.0422,0.62,0.721,0.0075,0.563,-5.538,0.0887,169.904,4
335,Session 32,Session 32,Summer Walker,4/5/18,98026,68,0.574,0.894,0.574,0.123,0.00111,0.118,-13.959,0.196,115.431,3
336,American Boy,Shine,Estelle,3/28/08,284733,78,0.727,0.171,0.727,0.729,0,0.07,-2.99,0.326,117.932,4
337,Superstar,Thank You,Jamelia,6/30/03,215480,69,0.801,0.0457,0.801,0.645,0,0.0357,-6.93,0.0356,110.01,4
