,track_uri,track_name,artist_name,artist_pop,artist_genres,album,track_pop,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
31,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,82,"['lgbtq+ hip hop', 'pop']",MONTERO,84,0.0221,0.741,0.691,0.0,0.0476,-7.395,0.0672,150.087,4
32,spotify:track:0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,94,['pop'],Harry's House,88,0.143,0.576,0.457,3.05e-05,0.0917,-6.473,0.0304,138.984,4
33,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,88,"['dance pop', 'pop']",Planet Her,91,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,4
34,spotify:track:2FeBslNBMdR9V58uv6hd2t,N95,Kendrick Lamar,92,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Mr. Morale & The Big Steppers,90,0.377,0.79,0.67,2.32e-06,0.119,-5.527,0.105,139.956,4
35,spotify:track:1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,Harry Styles,94,['pop'],Harry's House,88,0.669,0.555,0.536,0.0,0.0623,-8.233,0.0452,118.057,4
36,spotify:track:50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,91,"['pop', 'uk pop']",=,89,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4
37,spotify:track:5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,90,0.275,0.872,0.588,0.0,0.17,-6.276,0.0492,142.004,4
38,spotify:track:35TyJIMR3xRouUuo2sjS6v,Cinema,Harry Styles,94,['pop'],Harry's House,88,0.354,0.829,0.644,0.0511,0.0944,-7.696,0.0427,105.993,4
39,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,71,['gen z singer-songwriter'],Until I Found You,87,0.727,0.539,0.508,0.0,0.174,-6.05,0.0288,101.358,3
40,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Desesperados,Rauw Alejandro,89,"['puerto rican pop', 'trap latino']",VICE VERSA,85,0.356,0.869,0.694,0.00125,0.0878,-3.35,0.0783,90.02,4
41,spotify:track:69w5X6uTrOaWM32IetSzvO,Daydreaming,Harry Styles,94,['pop'],Harry's House,88,0.311,0.707,0.811,0.0152,0.131,-5.298,0.0304,113.971,4
42,spotify:track:31i56LZnwE6uSu3exoHjtB,Neverita,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,89,0.0706,0.876,0.498,0.0,0.143,-7.511,0.0478,122.016,4
43,spotify:track:2NcQic8JxdjAlAHuNbOIRE,Keep Driving,Harry Styles,94,['pop'],Harry's House,87,0.321,0.721,0.479,0.00156,0.182,-9.669,0.226,164.948,3
44,spotify:track:59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,89,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",I NEVER LIKED YOU,88,0.314,0.463,0.642,0.0,0.0686,-4.474,0.34,83.389,4
45,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",Where Are You Now,90,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,120.966,4
46,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,Envolver,Anitta,81,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",Versions of Me,78,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,91.993,4
47,spotify:track:28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,89,0.229,0.714,0.645,0.00083,0.0942,-5.493,0.0514,85.046,4
48,spotify:track:4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,85,['pop'],SOUR,90,0.335,0.563,0.664,0.0,0.0849,-5.044,0.154,166.928,4
49,spotify:track:2rurDawMfoKP4uHyb2kJBt,Te Felicito,Shakira,82,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",Te Felicito,87,0.234,0.695,0.636,0.0,0.081,-4.654,0.317,174.14,4
0,spotify:track:4xMbBESczlHPUO8QeYi56p,My Heart Goes (La Di Da) (feat. Topic),Becky Hill,76,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",My Heart Goes (La Di Da) (feat. Topic),76,0.0185,0.695,0.781,3.12e-05,0.295,-5.578,0.0452,124.04,4
1,spotify:track:7fYRg3CEbk6rNCuzNzMT06,Potion (with Dua Lipa & Young Thug),Calvin Harris,83,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",Potion (with Dua Lipa & Young Thug),82,0.158,0.824,0.697,4.11e-05,0.077,-4.869,0.0473,99.988,4
2,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",Where Are You Now,90,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,120.966,4
3,spotify:track:1Rnx52PUuhrLrj306hOZHb,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Kylie Minogue,68,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",Can't Get You out of My Head (Peggy Gou’s Midnight Remix),60,0.0707,0.687,0.924,0.228,0.046,-7.324,0.0361,126.018,4
4,spotify:track:2LxdNADWier3MKTei8FbOY,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,68,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),68,0.0577,0.686,0.892,7.11e-06,0.0838,-3.186,0.0498,126.03,4
5,spotify:track:2SDG2dYcoW5ksPGsiFGt7V,Drag Me Out,Kah-Lo,54,['nigerian pop'],Drag Me Out,59,0.0285,0.879,0.769,0.00171,0.116,-3.59,0.0859,120.023,4
6,spotify:track:6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss,67,['brazilian edm'],Move Your Body,83,0.0169,0.848,0.821,0.000403,0.0962,-5.408,0.0527,125.051,4
7,spotify:track:5xKJI9aPQhuTdTq8BrJ8fL,Ferrari,James Hype,68,"['dance pop', 'deep groove house', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",Ferrari,58,0.0129,0.844,0.688,5.39e-05,0.0492,-7.879,0.049,124.992,4
8,spotify:track:18asYwWugKjjsihZ0YvRxO,The Motto,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",The Motto,90,0.0301,0.754,0.763,2.23e-05,0.0901,-4.627,0.0435,117.953,4
9,spotify:track:6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,76,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",OUT OUT (feat. Charli XCX & Saweetie),82,0.018,0.787,0.833,0.00747,0.0374,-4.403,0.0478,123.97,4
10,spotify:track:2prnn41CblB8B4yWACDljP,Love Tonight - David Guetta Remix Edit,Shouse,71,['aussietronica'],Love Tonight (David Guetta Remix),80,0.015,0.621,0.989,0.357,0.184,-4.225,0.0434,126.002,4
11,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Words (feat. Zara Larsson),80,0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,124.026,4
12,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,Off Of My Mind,Icona Pop,66,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",Off Of My Mind,69,0.128,0.798,0.752,0.0362,0.0795,-5.947,0.227,125.996,4
13,spotify:track:12N23tQKmfGcEO0z8ObwtM,Bad Habits - MEDUZA Remix,Ed Sheeran,91,"['pop', 'uk pop']",Bad Habits (MEDUZA Remix),68,0.0992,0.609,0.8,0.00132,0.0887,-5.102,0.0337,126.031,4
14,spotify:track:5bbtc9t6FcerXp732H2XNu,You - Topic Remix,Regard,72,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",You (Topic Remix),63,0.0554,0.733,0.887,0.000131,0.241,-5.601,0.0692,124.025,4
15,spotify:track:1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,David Guetta,85,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",Crazy What Love Can Do,84,0.0282,0.601,0.713,0.0,0.158,-3.758,0.0449,122.872,4
16,spotify:track:5902W4uHWzhtOff1UK7the,When I’m Gone (with Katy Perry),Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",When I’m Gone (with Katy Perry),80,0.028,0.685,0.886,0.0,0.481,-4.179,0.034,125.034,4
17,spotify:track:7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek,75,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",Belly Dancer,83,0.0582,0.845,0.797,5.57e-06,0.167,-4.984,0.139,121.985,4
18,spotify:track:7BxIvkfVSgoUUlDcBVff61,Real Love (feat. Aleyna Tilki),Dillon Francis,65,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",Happy Machine,37,0.0496,0.738,0.793,8.48e-05,0.0522,-4.313,0.0685,124.012,4
19,spotify:track:2AwFU2BnJRlEpjDtu04e6S,California Dreamin' (feat. High Jinx) (LP Giobbi Remix),Chris Lorenzo,62,"['bass house', 'deep groove house', 'electro house', 'house']",California Dreamin',55,0.000645,0.61,0.966,0.247,0.303,-4.116,0.305,126.001,4
20,spotify:track:46BIpPudYCyNxUTz4f2E8k,Can't Get Over You (feat. Aloe Blacc),Gabry Ponte,73,"['edm', 'eurodance', 'italo dance', 'pop dance', 'slap house']",Can't Get Over You (feat. Aloe Blacc),63,0.121,0.749,0.843,4.59e-05,0.0877,-5.544,0.0428,119.981,4
21,spotify:track:1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),Nathan Dawe,64,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",21 Reasons (feat. Ella Henderson),77,0.0165,0.621,0.785,5.92e-06,0.0512,-4.499,0.11,123.96,4
22,spotify:track:4RAR8g8fZNB106ezUurnE0,Dancing Feet (feat. DNCE),Kygo,79,"['edm', 'pop', 'pop dance', 'tropical house']",Dancing Feet (feat. DNCE),81,0.293,0.75,0.797,0.0,0.392,-4.826,0.118,105.949,4
23,spotify:track:20on25jryn53hWghthWWW3,Do It To It,ACRAZE,70,[],Do It To It,87,0.0209,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927,4
24,spotify:track:6WarP4oMloYg0Z8H8IHeDq,Love Again,CHANEY,47,"['deep groove house', 'disco house', 'house']",Love Again,57,0.0874,0.679,0.876,0.0,0.245,-4.86,0.0512,125.985,4
25,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",The Business,83,0.414,0.798,0.62,0.0192,0.112,-7.079,0.232,120.031,4
26,spotify:track:4SL2iWHt3azgITI04G5NpY,Your Love (9PM),ATB,65,"['german dance', 'german techno', 'german trance', 'trance']",Your Love (9PM),63,0.194,0.669,0.784,6.28e-06,0.115,-5.603,0.112,125.993,4
27,spotify:track:7A9y0ywTGS4iPM5huZAhKf,Dancing Alone,VIZE,70,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",Dancing Alone,59,0.0321,0.632,0.731,5.16e-05,0.317,-5.737,0.0356,127.949,4
28,spotify:track:5MxKAr6Ui5hQ9TtjdnlmrR,Anywhere With You,Afrojack,72,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']",Anywhere With You,15,0.0696,0.596,0.743,2.37e-06,0.202,-4.149,0.0302,125.883,4
29,spotify:track:26KOUSe9W0ZsTxMgNfbmq1,Where Did You Go?,Jax Jones,75,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance']",Where Did You Go?,10,0.194,0.774,0.784,1.07e-05,0.293,-4.549,0.0351,127.042,4
30,spotify:track:2Eq5AMlqaeqg4sunGbHtV2,In My Mind - Joel Corry Remix,Alok,77,"['electro house', 'pop nacional', 'slap house']",In My Mind (Joel Corry Remix),58,0.00646,0.653,0.74,0.0,0.136,-6.063,0.0465,122.046,4
31,spotify:track:4laAKIq9ZxBCwf99rauPYb,Remember,Becky Hill,76,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",Remember,76,0.041,0.612,0.862,0.0,0.0907,-2.903,0.037,123.849,4
32,spotify:track:3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,75,"['edm', 'pop', 'pop dance', 'progressive electro house']",Paradise Again,80,0.0124,0.665,0.738,0.00598,0.0923,-5.931,0.0379,125.037,4
33,spotify:track:3ZFosXgzvmN6wXs9wTaIxh,By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,Calvin Harris,83,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",By Your Side (feat. Tom Grennan) [Oliver Heldens Remix],59,0.18,0.682,0.861,0.00684,0.0975,-6.047,0.0442,124.045,4
34,spotify:track:76A1RRDEyHKtmV3Vh6PeVN,Savage,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Savage,71,0.191,0.694,0.7,0.0,0.0719,-5.53,0.0488,127.965,4
35,spotify:track:1D2ZNECRd7KIlA4pyOUGsv,What Would You Do?,Joel Corry,76,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",What Would You Do?,78,0.149,0.687,0.895,0.00592,0.121,-2.983,0.0474,124.041,4
36,spotify:track:6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),MEDUZA,72,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",Paradise,79,0.0689,0.632,0.595,0.0,0.209,-7.644,0.0401,124.114,4
37,spotify:track:2Xy1UIVfOlukyye6Fd0wrI,Follow Me,Sam Feldt,73,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Follow Me,75,0.083,0.673,0.729,0.0,0.1,-4.879,0.0496,122.023,4
38,spotify:track:7ltLi7CG003USSGYsSba9s,It Don’t Matter - Spotify Singles,Alok,77,"['electro house', 'pop nacional', 'slap house']",It Don’t Matter - Spotify Singles,65,0.161,0.732,0.864,1.34e-05,0.367,-5.94,0.0378,118.032,4
39,spotify:track:7sRjDSJ5Vp3xC669buQVGi,Why Do I Call,Nicky Romero,64,"['big room', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Why Do I Call,57,0.144,0.655,0.786,0.0,0.282,-6.588,0.0931,122.946,4
40,spotify:track:7ft8GUKMIuFnH4lueyOTQi,BED - David Guetta Festival Mix,Joel Corry,76,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",BED (David Guetta Festival Mix),58,0.00409,0.687,0.916,0.258,0.0474,-4.311,0.0668,125.001,4
41,spotify:track:7chO7fuXHHB3nZVjEQMXwx,Oohla Oohla,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Together Again,52,0.00198,0.694,0.856,0.000189,0.67,-4.937,0.222,124.923,4
42,spotify:track:0SyxZC4wlqAwf20cHE6Xon,Bulletproof,La Roux,64,"['alternative dance', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",Bulletproof,69,0.00341,0.752,0.771,1.73e-05,0.0905,-5.95,0.0311,126.02,4
43,spotify:track:0Cnb8XdGDMHAmIRBUJMkIS,Where The Lights Are Low,Toby Romeo,58,[],Where The Lights Are Low,71,0.448,0.759,0.807,0.0,0.105,-5.812,0.122,123.904,4
44,spotify:track:7iydGgbqWUwYQNKiUXaoWq,Lovefool - Nicky Romero Remix,twocolors,61,"['dance pop', 'edm', 'pop dance', 'pop edm', 'tropical house']",Lovefool (Nicky Romero Remix),59,0.0142,0.609,0.798,0.000573,0.155,-3.759,0.0342,126.137,4
45,spotify:track:4AoUdMZGoPZZQxVFnoVQEl,Love Is Gone (Tiësto Remix),SLANDER,67,"['dubstep', 'edm', 'pop dance']",Love Is Gone (Tiësto Remix),55,0.00264,0.414,0.765,0.0,0.438,-3.578,0.0479,130.105,4
46,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,65,"['house', 'pop dance', 'uk dance']",Rasputin,80,0.00364,0.758,0.913,6.92e-05,0.193,-2.926,0.113,128.04,4
47,spotify:track:0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,Alan Walker,80,['electro house'],World Of Walker,75,0.0557,0.668,0.816,1.02e-06,0.197,-5.648,0.0367,129.971,4
48,spotify:track:3YOZWCREvKsxhcZNJix5xd,No Fun,Armin van Buuren,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",No Fun,69,0.00861,0.731,0.904,0.000164,0.0916,-4.774,0.0349,121.03,4
49,spotify:track:0ha2skoePlU0BDDySj8qf2,We're Still Young,Nicky Romero,64,"['big room', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",We're Still Young,64,0.029,0.521,0.831,0.0,0.349,-3.184,0.0558,127.962,4
50,spotify:track:1evX3NUBE7QujnSmky2ox4,Eyes On You,HUGEL,65,"['deep house', 'edm', 'pop dance', 'tropical house']",Eyes On You,54,0.0305,0.917,0.823,0.139,0.131,-6.277,0.12,124.99,4
51,spotify:track:2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),Swedish House Mafia,75,"['edm', 'pop', 'pop dance', 'progressive electro house']",Moth To A Flame,70,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,4
52,spotify:track:2USlegnFJLrVLpoVfPimKB,Thunder,Gabry Ponte,73,"['edm', 'eurodance', 'italo dance', 'pop dance', 'slap house']",Thunder,82,0.0342,0.67,0.896,3.21e-05,0.344,-4.673,0.058,101.216,3
53,spotify:track:3MVrUfY3fYjR1kIK1wvbHN,On My Mind (with JC Stewart),Jonasu,60,['dutch edm'],On My Mind (with JC Stewart),55,0.00819,0.646,0.819,0.0115,0.106,-5.725,0.0351,125.979,4
54,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,68,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],82,0.0076,0.824,0.862,0.000132,0.303,-3.424,0.126,122.98,4
55,spotify:track:0SSIu4CcGITHdatDmjlA6H,Nobody To Love (with Loren Gray),TELYKast,58,"['edm', 'pop dance', 'pop edm']",Nobody To Love (with Loren Gray),63,0.0937,0.734,0.823,0.0,0.0853,-3.684,0.0853,122.143,4
56,spotify:track:2Jt8OOQV33kCWJs7ojOCUJ,Good Ones - Joel Corry Remix,Charli XCX,76,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",Good Ones (Joel Corry Remix),60,0.0385,0.719,0.807,0.0178,0.121,-4.383,0.0365,124.961,4
57,spotify:track:7arsXR8AtExnOFN3v3HiJI,Going Dumb,Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Going Dumb,67,0.0546,0.834,0.678,0.263,0.103,-6.242,0.0515,121.995,4
58,spotify:track:74CkeJ0vYYTdQImnaLy759,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,Tungevaag,66,"['big room', 'dance pop', 'edm', 'electro house', 'nordic house', 'pop dance', 'tropical house']",Ride With Me (feat. Kid Ink) [Brennan Heart Remix],64,0.278,0.693,0.864,0.0388,0.0777,-4.17,0.0483,149.998,4
59,spotify:track:0KzCNeuMVGXbnMbjX6ilCU,Dopamine (feat. Eyelar),Purple Disco Machine,72,"['deep house', 'house', 'tropical house']",Dopamine (feat. Eyelar),1,0.0537,0.689,0.797,0.0,0.212,-5.604,0.128,117.982,4
60,spotify:track:4qtdkdTY1t3RmlmSbWykzR,Stay the Night,Sigala,73,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house']",Stay the Night,70,0.177,0.636,0.936,0.0,0.0879,-2.65,0.0729,124.034,4
61,spotify:track:71H8k9qe7DersxR6KyhUnI,Okay,Nicky Romero,64,"['big room', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Okay,61,0.0463,0.513,0.836,0.0,0.128,-3.781,0.0579,124.964,4
62,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,82,"['glam rock', 'mellow gold', 'piano rock']",Cold Heart (PNAU Remix),89,0.034,0.796,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,4
63,spotify:track:4CiWLaMrGQ9CR5j604HyoW,Destination,DLMT,49,"['deep groove house', 'electro house', 'house', 'pop dance', 'pop edm']",Destination,49,0.0575,0.779,0.884,4.04e-06,0.093,-4.074,0.0878,121.981,4
64,spotify:track:2CMGiyYO8H8GhPwS73LL13,Somebody To Use,Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Somebody To Use,58,0.113,0.604,0.792,1.88e-05,0.149,-4.5,0.0866,119.953,4
65,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,84,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",Pepas,87,0.00776,0.762,0.766,6.98e-05,0.128,-3.955,0.0343,130.001,4
66,spotify:track:0WNjZebEUjiPEdVqfYjlcZ,Losing My Mind,Majestic,65,"['house', 'pop dance', 'uk dance']",Losing My Mind,57,0.0317,0.601,0.881,0.0364,0.441,-3.834,0.0291,125.026,4
67,spotify:track:54Yr0BPkVQ378IeCWnG91Q,Burning (feat. Camden Cox),Eli & Fur,54,"['deep house', 'house', 'progressive house', 'tropical house']",Burning (feat. Camden Cox),51,0.0122,0.67,0.796,0.0117,0.0735,-5.832,0.0377,122.99,4
68,spotify:track:1kTlT3phtU2yqTJYT1x6hb,Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,72,"['deep house', 'house', 'tropical house']",Fireworks (feat. Moss Kena & The Knocks),10,0.00714,0.751,0.764,3.76e-06,0.154,-5.268,0.045,118.026,4
69,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Don't Be Shy,84,0.198,0.77,0.787,0.0,0.262,-3.748,0.0583,119.986,4
70,spotify:track:1afXT2ntjBUlydAFZ3db66,1x1,Galantis,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",1x1,64,0.0176,0.887,0.863,0.0594,0.288,-4.2,0.0697,120.028,4
71,spotify:track:1gX4wETtMGvOB7u1proVfj,Call On Me,RAYE,71,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk dance', 'uk pop']",Call On Me,66,0.021,0.582,0.889,0.0,0.687,-4.386,0.0491,121.977,4
72,spotify:track:7ElC7VjUNl3oJ20Q5OpEh9,CTRL + ALT + DEL,Rêve,55,[],CTRL + ALT + DEL,69,0.035,0.779,0.763,1.65e-06,0.112,-5.58,0.34,119.94,4
73,spotify:track:39CyGsoGoW4yayA731IP4s,We'll Be Dancing Soon,Dimitri Vegas & Like Mike,70,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",We'll Be Dancing Soon,56,0.0565,0.763,0.853,2.62e-06,0.149,-4.538,0.17,119.958,4
74,spotify:track:6G3t9WroSJiK5S66umOfIA,Weekend,Mufasa & Hypeman,65,"['pop dance', 'tropical house']",Weekend,63,0.0594,0.761,0.939,0.00158,0.0843,-3.34,0.0729,119.981,4
75,spotify:track:6FRxFke9VsjXmibGgSeKki,Sweet Talker,Years & Years,70,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",Sweet Talker,68,0.228,0.429,0.905,0.0,0.0714,-2.93,0.0512,121.025,4
76,spotify:track:44xO8889yUQHn70P73NILS,Believe Me,Navos,60,"['deep groove house', 'house', 'pop dance', 'tropical house', 'uk dance']",Believe Me,73,0.129,0.629,0.876,1.39e-06,0.29,-5.572,0.0408,124.999,4
77,spotify:track:5aXTfpNOqLj35ydEiLio67,Follow,Martin Garrix,76,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Follow,71,0.0333,0.588,0.78,0.193,0.0728,-6.102,0.0432,127.085,4
78,spotify:track:0xfMlIW8lS40qvpsUw1l0X,Never Going Home,Kungs,70,"['edm', 'pop dance', 'tropical house']",Never Going Home,75,0.0907,0.836,0.846,0.047,0.057,-4.673,0.0392,122.042,4
79,spotify:track:2rUsJXt4NeeDiIU6sBvrxo,All We Got (feat. KIDDO) - Ofenbach Remix,Robin Schulz,77,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",All We Got (feat. KIDDO) [Ofenbach Remix],64,0.0522,0.803,0.796,2.69e-05,0.25,-5.077,0.0343,114.95,4
80,spotify:track:7CTdh15dTO5HqoeqRPHFha,Good Luck,Mabel,71,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",Good Luck,69,0.113,0.696,0.792,0.0,0.0564,-5.659,0.0494,121.962,4
81,spotify:track:4VWCn553TnAjZn7Vv57BWP,Promises,Diplo,78,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Promises,44,0.0177,0.551,0.714,0.0,0.191,-7.757,0.0431,122.108,4
82,spotify:track:7aJipE69xCCq3Upw8w9JOf,Overpass Graffiti - TCTS Remix,Ed Sheeran,91,"['pop', 'uk pop']",Overpass Graffiti (TCTS Remix),50,0.000938,0.69,0.915,0.000875,0.0618,-3.778,0.0414,126.046,4
83,spotify:track:3rgTS3933lMWoPiN6CW4qY,Kids (feat. MKLA),KSHMR,66,"['big room', 'edm', 'electro house', 'indian edm', 'pop dance', 'slap house', 'tropical house']",Kids (feat. MKLA),66,0.0107,0.744,0.866,0.0537,0.528,-4.834,0.106,128.027,4
